emoji,count,total_toxicity,mean,most_toxic,most_toxic_text
💬,1,0.13351773,0.13351773,0.13351773,"Lejos de la crispación y cerca del consenso #PorElReencuentro
La solución a los problemas y los litigios está en el diálogo 💬 y no en hipérboles envueltas en banderas. España no necesita crispación, necesitamos avanzar y para ello el gobierno de @sanchezcastejon elige el diálogo"
💡,3,0.39573420400000003,0.13191140133333334,0.25183514,Esto le decía Sánchez al PP cuando subía la luz. Ahora CALLA #SanchezSaleMuyCaro 💡 https://t.co/arnUPrtnkb
🖤,16,2.10224319,0.131390199375,0.350558,"Un desgraciado accidente en el K2 le ha arrebatado la vida a Sergi Mingote, alpinista de Parets del Vallès. Lo lamento muchísimo. Mi sentido pésame y todo el ánimo a sus familiares, amigos y compañeros.

Descanse en paz 🖤

https://t.co/MlsbYdC3ZN"
👇🏻,74,9.694137523,0.13100185841891893,0.85532725,"“Cerdos endogámicos y pedantes, inútiles, enfermos, ruinas, corruptos”... Si Lesmes no le escribe un comunicado a @pvallin es porque no ha visto “La guerra de las galaxias”...  👇🏻

https://t.co/PSousjhqos"
👮‍♀️,3,0.39235962500000005,0.13078654166666667,0.19469714,"Otro condenado de Podemos, camino del Ministerio de Igualdad.
Quien agrede a la Policía fuera del Congreso. 👮‍♀️ https://t.co/RRki1IbUAy"
🟩,5,0.6501381500000001,0.13002763,0.19189163,"La ola de cambio se extiende por toda España. 
Los españoles están hartos de Sánchez!!

🟦 PP 30,5% (138)
🟥 PSOE 25,4% (103)
🟩 VOX 13,8% (40)
🟪 UP-ECP-EC 8,3% (17)
⬜️ MÁS PAÍS 4,1% (6)
🟧 Cs 3,3% (2)

📊@GAD3_com para @abc_es https://t.co/gqmfYqhwpf"
👉,148,19.221967890800002,0.12987816142432435,0.80598867,"🎥Así es cómo trata el presidente de la Asamblea Regional @castillo_albert (C’s) a las diputadas de @podemosmurcia 
👉 Deja que los diputados del PP griten e interrumpan, la diputada se queja y la echa a ella
🤬Vaya vergüenza y vaya un sinvergüenza https://t.co/K0FvrH8HQP"
😅,4,0.518836576,0.129709144,0.19189163,"En estas campañas de propaganda se gasta Endesa el dinero que nos roban con los beneficios caídos del cielo. Pero lo hacen para que la población esté informada, no vayáis a pensar mal eh 😅

👇 https://t.co/dVrPDeY0Xb"
🇵🇹,3,0.38895398,0.12965132666666665,0.2497757,"Hoy 25 de abril nuestros países hermanos de Italia 🇮🇹 y Portugal 🇵🇹 celebran fiestas nacionales en conmemoración de las derrotas del fascismo y de la dictadura, respectivamente. ¡Feliz día antifascista! 🔻"
🟦,4,0.51230953,0.1280773825,0.19189163,"La ola de cambio se extiende por toda España. 
Los españoles están hartos de Sánchez!!

🟦 PP 30,5% (138)
🟥 PSOE 25,4% (103)
🟩 VOX 13,8% (40)
🟪 UP-ECP-EC 8,3% (17)
⬜️ MÁS PAÍS 4,1% (6)
🟧 Cs 3,3% (2)

📊@GAD3_com para @abc_es https://t.co/gqmfYqhwpf"
🕶,1,0.12516497,0.12516497,0.12516497,"🕶 NO es cierto que hubiera renuncia del Congreso al CONTROL del Gobierno durante el Estado de Alarma de nov’20 a mayo’21 ‼️

El Tribunal Constitucional, a instancias de V0X, ANULA el segundo estado de alarma contra la pandemia.
https://t.co/MUOl0kKOHL vía @el_pais"
🏳️‍⚧️,2,0.24980041000000003,0.12490020500000001,0.16121134,"Hoy nuestro país avanza en derechos y libertades, gracias a la aprobación de la ley trans.

Por fin las personas trans dejan legalmente de ser consideradas enfermas. Hoy se reconoce su derecho a ser. 

#EsLeyTransLGTBI 🏳️‍⚧️ https://t.co/lW9xgLE82Y"
🖋,2,0.24750344000000002,0.12375172000000001,0.19189163,"“Basta ya, ni una menos”
🖋 En ⁦@_infoLibre⁩ hablo de la acción legislativa del ⁦@gpscongreso⁩ y del silencio social y mediático ante la oleada de crímenes machistas. https://t.co/RG6bJASIzr"
🔴,111,13.734735783699989,0.12373635841171161,0.7817961999999999,"🔴 No permitiremos que nadie destruya España para perpetuarse en el poder. 
Aquí un mentiroso compulsivo!!👇
#SánchezNoCataluñaSí https://t.co/ZMCz5qRCpH"
⤵️,6,0.7379046391999999,0.12298410653333332,0.5805036,"Pablo Casado en pleno ridículo una vez más…⤵️
Ni 24 horas han pasado desde que afirmase que Estados Unidos ignora al Gobierno de España y que el propio Presidente @POTUS llame a @sanchezcastejon para reconocer su liderazgo en esta importante crisis    de Afganistán ⤵️ https://t.co/LQoMc1mWAn"
🔊,3,0.363125464,0.12104182133333334,0.19189163,"Una España mejor es una España más ecologista.

♻️ Se trata de hacer política para construir una sociedad que sea justa, que sea sostenible.

👉 Toda política que no sea respetuosa con el medio ambiente es una política sin futuro.

🔊 @Adrilastra https://t.co/mKSEMs5vFA"
🟪,5,0.60057463,0.120114926,0.19189163,"La ola de cambio se extiende por toda España. 
Los españoles están hartos de Sánchez!!

🟦 PP 30,5% (138)
🟥 PSOE 25,4% (103)
🟩 VOX 13,8% (40)
🟪 UP-ECP-EC 8,3% (17)
⬜️ MÁS PAÍS 4,1% (6)
🟧 Cs 3,3% (2)

📊@GAD3_com para @abc_es https://t.co/gqmfYqhwpf"
🎙,9,1.079723371,0.11996926344444445,0.41242614,"🎙 Después del terremoto del viernes, @PabloIglesias ha vuelto a @La_SER para razonar tranquilamente. Ahora sí, sin odio, sin bulos y sin fascistas.

Aquí puedes escuchar la entrevista completa 👇🏼 https://t.co/ZJQTXgE4n0"
🇪🇹,2,0.23762452,0.11881226,0.12228424,"El cuerpo de la cooperante @MSF_Espana asesinada en #Etiopia llegará a 🇪🇸 mañana y será enterrado en la intimidad 

Gracias a @UNEthiopia, gobierno 🇪🇹 y diplomáticos españoles x las rápidas gestiones

@MAECgob @EmbSpainAddis"
💸,4,0.465168187,0.11629204675,0.19189163,"💸 Cristina Fallarás cobró 350 euros de dinero público a través de TVE para incitar a ocupar viviendas.

🔍 En VOX seguiremos preguntando cuánto nos cuesta las intervenciones de los amigos ideológicos del Gobierno para que los españoles puedan conocer en qué se gasta su dinero. https://t.co/2cF7u1p3gn"
💕,4,0.461619296,0.115404824,0.19441408,"Hoy es un día para apoyar y reivindicar a las miles de mujeres valientes que luchan cada día contra el #elcáncerdemama que afecta  cada año a 30.000 mujeres en España.
No estáis solas. Hoy especialmente me acuerdo de ti, tienes miedo, pero lo superarás 💕
#VaPorVosotrasValientes https://t.co/1NTooeQvHp"
📣,2,0.23060143,0.115300715,0.13819672,"❌ Según Sánchez … su persona no miente, es que cambia muy a menudo de opinión. 📣

#RotundaMienteNo https://t.co/qqeC2gbol4"
🚨,8,0.9151404597,0.1143925574625,0.26838547,"🚨 Intentaron robar sus ahorros a los ayuntamientos y les paramos.            🚨 Pedimos que diesen fondos europeos y se los negaron.                     🚨Exigimos un fondo Covid, dijeron NO y ahora exigen q devuelvan 3.000 MM€.
👉 Sánchez lleva a la quiebra al municipalismo. https://t.co/9YCqU0P2GB"
📢,4,0.454405608,0.113601402,0.19189163,"👉El objetivo de este Gobierno recaudar más para pagarse su fiesta. Atentan  contra la libertad del autónomo. 🗽

📢 SUBIDA en las COTIZACIONES en la seguridad social a los AUTÓNOMOS | Nego... https://t.co/WvsmiJ2zrl vía @YouTube"
▶️,7,0.7931450594999999,0.11330643707142855,0.23484202,"🔴 NUEVO CANAL DE YOUTUBE! 😊

Todos los sábados colgaré un nuevo vídeo para hablar de aquellas cuestiones de gran importancia política que muchas veces quedan fuera de los parlamentos.

▶️ Esta semana: violencia machista contra Rocío Carrasco.

🔗 https://t.co/5AmJoIO8YP https://t.co/24xbjC0FAo"
🔍,2,0.222395061,0.1111975305,0.19189163,"💸 Cristina Fallarás cobró 350 euros de dinero público a través de TVE para incitar a ocupar viviendas.

🔍 En VOX seguiremos preguntando cuánto nos cuesta las intervenciones de los amigos ideológicos del Gobierno para que los españoles puedan conocer en qué se gasta su dinero. https://t.co/2cF7u1p3gn"
🍊,10,1.096823952,0.1096823952,0.2058361,"Hoy damos la #BienvenidaAnnaGrau, una mujer valiente que se ha enfrentado al separatismo sectario en defensa de la libertad y la igualdad. 

Todo un orgullo tenerte con nosotros, @Annagrauarias 🍊 https://t.co/PSzvDnbk6v"
😀,2,0.21932704,0.10966352,0.20138511,"Todo mi apoyo a @jessicaalbiach en esta recta final de la campaña catalana. El voto ecologista, feminista y a la izquierda está en @EnComu_Podem. No falles 😀 https://t.co/wdTolfzK4q"
‼️,15,1.6274619780000001,0.1084974652,0.5206269,"Espinosa de los Monteros miente con desparpajo en @LaHoraTVE 
El @Congreso_Es cerró durante el estado de alarma y @meritxell_batet entregó las llaves al gobierno 
Es completamente falso ‼️
Basta ya de mentir 🤥 
La ciudadanía no es tonta aunque este individuo crea lo contrario https://t.co/uNi5rd9r1w"
🇪🇸,126,13.457490873499996,0.10680548312301584,0.84602195,"Lo que han hecho PSOE y Podemos en Mallorca retirando la calle de Toledo es una ofensa a la inteligencia y al corazón de todos los españoles, pero especialmente para los mallorquines y los toledanos. 

🇪🇸 no se merece estos gobernantes tan ignorantes, sectarios e incompetentes. https://t.co/HtqfhhWS74"
⚫,1,0.10576434,0.10576434,0.10576434,"⚫ Cuando se cumplen 17 años de aquel trágico 11-M recordamos a las víctimas del mayor atentado terrorista que ha sufrido España y enviamos todo nuestro cariño a sus familias y amigos.

La barbarie jamás triunfará. No olvidamos #11M https://t.co/AFe6Xv2UmH"
🙌🏻,4,0.4187653840000001,0.10469134600000002,0.39074117,"TO CA ROS LAS TE TAS 🙌🏻 💜

#CancerDeMama #DiaContraelCancerdeMama https://t.co/q2LrFOXVQH"
🔥,5,0.523235008,0.1046470016,0.3445647,"La izquierda importa movimientos raciales como Black Lives Matter para generar violencia entre españoles con problemas que no existen en España. 

#LaIzquierdaEsViolencia 🔥 https://t.co/qldiwpeEZb"
🇩🇪,3,0.311465374,0.10382179133333334,0.24989562,"🇩🇪 Los socialdemócratas ganan las elecciones y los liberales de @FDP tienen la llave del Gobierno. 

En España se trabaja por matar a ⁦@CiudadanosCs⁩. En Alemania son garantía de moderación y estabilidad frenando extremos, populismos y nacionalismos. https://t.co/UCMwO0RSUl"
🛣,3,0.310121521,0.10337384033333334,0.14856046,Comparto el rechazo a las pretensiones de que la mejora de la N-120 supla a la autovía A-76 entre Ourense-Lemos-Valdeorras y Ponferrada. El @mitmagob debe licitar ya las obras de los dos primeros tramos y cesar en las dilaciones y excusas injustificadas 🛣 https://t.co/R8LeSFVAhg
✏️,1,0.102434434,0.102434434,0.102434434,"Una sociedad fraterna que no deje caer a nadie. Más tiempo para cuidarnos y cuidar a los nuestros. El pan y las rosas. Más que una vida digna: una vida buena.

Esto queremos para todos.

Y esto tiene poderosos enemigos.

✏️ @ionebelarra y @MiguelNavarro__. https://t.co/Q9DZLSoHhq"
🇫🇮,1,0.102434434,0.102434434,0.102434434,"🇫🇮 Un encuentro muy fructífero con la ministra finlandesa, @HSarkkinen, donde abordamos la importancia de la salud mental en los espacios de trabajo. 

Ambos países compartiremos también experiencias para estudiar la vinculación entre precariedad y salud mental. https://t.co/KaYMQDnd0o"
👈🏻,1,0.102434434,0.102434434,0.102434434,"Como mola el vídeo d la @Adrilastra y el @AnguitaOmar en #TikTok “avanzamos, síguenos: @_psoe” 👈🏻 https://t.co/Vmq3gRfr9l"
🤣,4,0.40863606,0.102159015,0.22723597,"Agradezco a @estherpalomera que, cuando me atribuye un falso entrecomillado, piense que en plena tensión por el atropello que sufría Vox en el hemiciclo, yo me parara a decir cosas como “estamos aquí para desgastar la institucionalidad y alterar la convivencia democrática” 🤣 https://t.co/HqRoJjshXA"
👇🏽,32,3.1847650392999993,0.09952390747812498,0.6706565999999999,"El PP hace preguntas para las que no quiere respuesta, hace ruido mientras se lee un artículo de la Constitución y demuestra una y otra vez que España no tiene la oposición responsable que se merece. Impresionante el ridículo de García Egea en el Congreso 👇🏽 https://t.co/rGjcy5eTzU"
🏛️,13,1.2734101296,0.09795462535384615,0.26376164,"¿Ustedes se pueden imaginar lo que es tener miedo a ir de la mano o besar a tu pareja?

Señores de Vox, o no tienen ni idea o son crueles. 

❌ Sus discursos de odio generan dolor, sufrimiento y violencia.

🏛️ ⁦@arnauramirez⁩ ⁦@gpscongreso⁩ https://t.co/8AumKIcu9y"
💥,3,0.293174218,0.09772473933333332,0.102434434,"Sobre la UE, fondos europeos y justicia fiscal:

💥Defender los avances contra la austeridad como una trinchera.
💥Los fondos UE para PYMES no para IBEX
💥 El BCE debe condonar la deuda a los países europeos.
💥 Está el PP tras 28 años de Caja B para hablar de justicia fiscal!👇🏾 https://t.co/JuLkkpI6If"
🇨🇴,4,0.388517097,0.09712927425,0.14273375,"🛑 Colombia 🇨🇴

El criminal balance de la represión. 97 personas asesinadas. 2.005 heridas. 93 con lesiones en ojos
3.476 detenidas.

Y sin embargo la ciudadanía sigue sin rendirse, movilizándose festivamente como ayer en Cali, en el #ParoNacional20Julio👇🏾
https://t.co/K4eUGlk6qH"
👇🏼,42,3.930409210499999,0.0935811716785714,0.5772600999999999,"Alberto Rodríguez fue condenado sin pruebas por un delito que no cometió. Ahora le quieren quitar el acta que le dieron 65.000 canari@s cuando NO pone eso en la sentencia. Si se consuma esta aberración jurídica, España volverá a hacer el ridículo en Europa.

Aquí lo explico 👇🏼 https://t.co/lN69tp5IH7"
📸,7,0.6517476818,0.09310681168571429,0.26956612,"Junto al alcalde de @LeonAyto
@JADIEZLEON y el presidente de la @fedehalter, Constantino Iglesias, hemos presentado en el @CARD_Leon_, la nueva sala de halterofilia donde van a entrenar los equipos 🇪🇦 sub15 y sub17.

#HacemosEquipo

📸 @isaac_morillas https://t.co/QLzyIZSacp"
🚄,3,0.27911813,0.09303937666666667,0.22880334,"🆘 @raquelsjimenez y @GFVara vuelven a mentirle a los extremeños‼️ 

🚄 Es imposible que en 2022 la línea de alta velocidad Madrid-Extremadura-Portugal esté ejecutada y en servicio.

La mejora de la integración de travesías que se la cuenten a los ciudadanos de Navalmoral… https://t.co/o5PKkGfbrw"
📅,4,0.364790495,0.09119762375,0.19189163,"Mañana seguiré recorriendo el territorio para denunciar a los responsables y las políticas globalistas que permiten violaciones, asaltos,robos y ocupaciones.

📅 Mañana, Viernes.

📍Reus, Tarragona.

🕒 11:30h.

#BarriosSeguros https://t.co/WWlXSA7L65"
🩺,1,0.08982519,0.08982519,0.08982519,"La vacunación está funcionando. Pero no podemos olvidar que hay otras patologías que merecen toda nuestra atención: las enfermedades raras.

🩺 Por eso presentamos una PNL para garantizar y asegurar su adecuado diagnóstico y tratamiento.

🏛️ ⁦@Adrilastra⁩ https://t.co/ho9KvWWWJA"
💉,3,0.26776418,0.08925472666666667,0.16823801,"Desparecen 30.000 dosis 💉 y aquí nadie dimite.

¿Dónde están las vacunas? https://t.co/mUYyx2I3tQ"
🤷,4,0.35645523999999995,0.08911380999999999,0.14273375,"Ayuso sigue diciendo que la firma del rey en los indultos es hacerle ""cómplice"".

Aquí otras cosas socialcomunistas que ha firmado en calidad de ""cómplice"":

- Estado de alarma para Madrid
- LOMLOE
- Ley de eutanasia
- Tasa Google
- Subidas del SMI

Todos los RD(L) y las leyes 🤷"
👷‍♂️,1,0.08875481,0.08875481,0.08875481,"👷‍♂️ El 1 de mayo no te resignes y #SalADefenderte 

Vamos a recuperar la dignidad y los derechos que los sindicatos y partidos políticos del consenso te han arrebatado. 

¡Será un día histórico! 💪🇪🇸 https://t.co/u5U8UYcXty"
☀,1,0.088309385,0.088309385,0.088309385,"“La música en la calle nunca dejó de sonar, recuerda los balcones, nos dieron la libertad""

Brutal @CeltasCortos. #MañanaSaleElSol ☀ https://t.co/QJw5iiuo7t"
👣,1,0.08830535,0.08830535,0.08830535,"Gimen porque nace el sol. Gimen porque muere el sol...Todo está allí, apretado en la cuenca, donde, pájaro quieto, aguarda. ""Mundo de siete pozos"" (1934), Alfonsina Storni.

Hay textos que traspasan la retina y el cerebro y dejan huella. Una huella 👣 incandescente 💥
Buen día ‼️ https://t.co/ZCRw9ekoKO"
🕊️,1,0.08829730000000001,0.08829730000000001,0.08829730000000001,"Hoy, después de #10añosSinETA, recordamos el largo camino de lucha y dolor que vivió este país hasta llegar a ser lo que hoy somos: una democracia sin terrorismo y con mucha memoria.

Una memoria que jamás olvida a las víctimas.
Que recuerda a quienes lucharon por la libertad 🕊️"
🐶,1,0.08818415,0.08818415,0.08818415,"🐶 Que en pleno siglo XXI todavía se considere a los animales como cosas y no como seres con sentimientos dice mucho de la sociedad insolidaria que estamos construyendo. 

🚶 Hemos dado un pequeño paso para cambiar esa situación. Los que tenemos animales sabemos que sienten mucho https://t.co/YF4reMbSMg"
🚶,1,0.08818415,0.08818415,0.08818415,"🐶 Que en pleno siglo XXI todavía se considere a los animales como cosas y no como seres con sentimientos dice mucho de la sociedad insolidaria que estamos construyendo. 

🚶 Hemos dado un pequeño paso para cambiar esa situación. Los que tenemos animales sabemos que sienten mucho https://t.co/YF4reMbSMg"
🧐,3,0.263454331,0.08781811033333332,0.19189163,"Oh! el 20% de andorranos en el censo de las catalanas. 🧐

Negligente Ministro con los españoles pero diligente candidato con los votantes andorranos. Dimisión!

Salvador Illa revende 30.000 vacunas a Andorra donde viven 13.937 catalanes con derecho a voto https://t.co/fov5iYO0ci"
📰,12,1.0531564944000003,0.08776304120000002,0.27502662,"La alianza de Sánchez con ERC y Bildu es inmoral y un obús contra la igualdad. Hay que dejar de ceder ante el nacionalismo a costa de los derechos de millones de españoles. Defendamos juntos la España constitucional de libres e iguales.

📰 En @heraldoes👇
https://t.co/yblllQ4r0n"
👉🏽,56,4.849520065400002,0.0865985725964286,0.66870046,"Toda la mierda que había detrás del incendio de una planta de residuos llega a juicio  👉🏽 Comienza el macrojuicio contra los piratas de los residuos tóxicos de #Chiloeches
 -  https://t.co/oWLMFpsxHm"
👇,192,16.5723741521,0.08631444870885417,0.64408785,"El PP jamás ha pedido disculpas por su corruPPción, no nos sorprende que tampoco lo pida por su machismo troglodita.

📽 @Alber_Canarias lo deja muy claro. 👇
https://t.co/6ZuWrCZDNJ"
✔️,9,0.7684873810000001,0.0853874867777778,0.13652897,"¿Cumple ERC con características propias de la ultraderecha?

✔️ Pasado mítico inventado
✔️ Adoctrinamiento
✔️ Lebensraum
✔️ Victimización
✔️ Racismo

Grande,una vez más, mi compañero y amigo @GuillermoDiazCs 👏
https://t.co/qaiWZvHUSZ"
➕,9,0.7656234147000001,0.0850692683,0.32945776,"Los españoles no aguantan ➕ el pésimo gobierno de Sánchez, los @populares tenemos proyecto y debemos aunar fuerzas, para que cuanto antes @pablocasado_ sea Presidente de España y @paconunez_ de Castilla-La Mancha, para dejar atrás las políticas socialistas. Tenemos todo a favor. https://t.co/7wuX6SFG6G"
✒️,2,0.169501904,0.084750952,0.102434434,"""Si algo hemos aprendido es que en política no hay espacios vacíos, y que si no es la izquierda la que da respuesta a las reclamaciones de nuestros barrios, lo hará la extrema derecha""

✒️ Escribo en @publico_es sobre el verdadero cordón a sanitario a VOX:
https://t.co/0d7O7mRdHc"
🖥,1,0.08307361,0.08307361,0.08307361,"A las 12h estaré en Santa Coloma de Gramenet con nuestra candidata @jessicaalbiach, la alcaldesa @AdaColau y @JessGH_. El #14F hay mucho en juego y @EnComu_Podem es el #ElCanviQueCatalunyaMereix

🖥 Podréis seguir el acto en directo aquí:
https://t.co/ZfEFSFAaqi https://t.co/LCRF06RLSz"
💻,5,0.412801902,0.0825603804,0.20036083,"Los españoles no se merecen un ministro de Sanidad a tiempo parcial y a la fuga. Illa tendría que dedicar su tiempo al 100% a la crisis sanitaria y a la vacunación, y esto no está ocurriendo. Debe dimitir ya. 

💻 Entrevista en @elimpacto_es https://t.co/4PvVuDdmXO"
🌉,1,0.08249992,0.08249992,0.08249992,"🌉 Esta noche, en Megaestructuras: la cara de hormigón armado de Yolanda Díaz. 

https://t.co/uMhC91ssog"
🔗,9,0.7409403917,0.08232671018888889,0.23484202,"🔴 NUEVO CANAL DE YOUTUBE! 😊

Todos los sábados colgaré un nuevo vídeo para hablar de aquellas cuestiones de gran importancia política que muchas veces quedan fuera de los parlamentos.

▶️ Esta semana: violencia machista contra Rocío Carrasco.

🔗 https://t.co/5AmJoIO8YP https://t.co/24xbjC0FAo"
🤦‍♂️,2,0.161561061,0.0807805305,0.102434434,"La “recuperación justa” de Sánchez consiste en esto:

💡 Tu pagas la luz más cara de la historia 
🤦‍♂️ Sanchez y su inmenso gobierno se suben el sueldo 

👉La luz vuelve a subir este viernes un 7,5% hasta su segundo máximo histórico https://t.co/96GzPHG5Oq"
💪,22,1.7391360410000003,0.07905163822727274,0.350558,"Somos feministas porque somos socialistas, somos socialistas porque somos feministas! Aprobada la Ponencia de Feminismo del 40 Congreso del @PSOE 💪 

Un placer trabajar con @lauraberja86 @gilrosinha , y la coordinación de @Eva_Granados ❤️

Gracias, @Adrilastra ! 💜 #Avanzamos_ https://t.co/EhCXAsR7OW"
🌹,241,18.791835160299993,0.07797441975228213,0.4795526,"Desde el PSOE estamos muy preocupados por esta deriva del PP de no querer dar explicaciones sobre esta dinámica anclada en la corrupción.

No puede ser alternativa al Gobierno de España un partido corrupto.

🌹 @Hectorgomezh https://t.co/sDYEaoNmqo"
🧶,6,0.467216098,0.07786934966666667,0.13682993,"La educación socioemocional de los niños y jóvenes, buena y necesaria (y hablo como experta en el tema), se convierte en caballo de Troya de la ideología progre impulsada por el PP en la Comunidad de Madrid. Desde @VOX_Congreso siempre alerta
Abro hilo 🧶 
https://t.co/t3XJKrTIKa https://t.co/sexWY3SQL6"
🇪🇦,6,0.463036681,0.07717278016666666,0.26956612,"Junto al alcalde de @LeonAyto
@JADIEZLEON y el presidente de la @fedehalter, Constantino Iglesias, hemos presentado en el @CARD_Leon_, la nueva sala de halterofilia donde van a entrenar los equipos 🇪🇦 sub15 y sub17.

#HacemosEquipo

📸 @isaac_morillas https://t.co/QLzyIZSacp"
🙌,1,0.07713496,0.07713496,0.07713496,"Qué honor participar en la inauguración de las Jornadas Internacionales '20 años de formación feminista: Máster Propio en Género y Desarrollo' de la @facultadtsucm.
Gracias por no cejar en el empeño y por el compromiso constante. La igualdad plena construye democracias plenas 🙌 https://t.co/LfXNQBYYKx"
🚜,3,0.231370902,0.077123634,0.13621183,"Nuestro sector primario es motor económico de nuestros pueblos. 🚜
En @vox_es estamos al lado nuestros agricultores y del campo. El que nos da de comer a todos.

VOX Toledo visita varias almazaras en Navalucillos y Los Navalmorales https://t.co/kMfWROrncm"
➡️,54,4.144131254399998,0.07674317137777774,0.5635251,"Ahora el PP de Casado viene a decir:
“Yi idvirtimis qui il istidi di ilirmi”… Tócate las narices. También quieren subirse a este carro.

@vox_es lo vió y lo recurrió ➡️ TC -pese a lo politizado que está- tumba el Est. de Alarm. del tirano. Cayó por su propio peso.
#SoloQuedaVox https://t.co/EuY8s2A6eW"
👏,36,2.7618653964000006,0.07671848323333336,0.3100549,"El problema no es que Sánchez venga poco al Congreso, es que cuando viene solo hace lo único que sabe hacer: propaganda.  

👏 Brillante @InesArrimadas sacando de la burbuja política al Gobierno para mostrarles la cruda realidad que viven los españoles. https://t.co/A3cBaCMcDe"
👁,1,0.07642619,0.07642619,0.07642619,"🔵 Comparecencia del ministro @astro_duque. 20’ de exposición, un folio como Pacto por la Ciencia y la Innovación y sin saber cómo se repartirán los Fondos Europeos. 👁 @IDIVALdecilla, ejemplo de #calidad y #precariedad.@populares en defensa de los investigadores y la innovación. https://t.co/rXzq2pvegj"
🇮🇹,6,0.455917495,0.07598624916666667,0.2497757,"Hoy 25 de abril nuestros países hermanos de Italia 🇮🇹 y Portugal 🇵🇹 celebran fiestas nacionales en conmemoración de las derrotas del fascismo y de la dictadura, respectivamente. ¡Feliz día antifascista! 🔻"
🔎,4,0.302926228,0.075731557,0.25023085,"⛪️ La Conferencia Episcopal tiene una responsabilidad histórica en la investigación de casos de abusos sexuales y pederastia en la iglesia, también en las escuelas religiosas.

🔎 Países como a Francia, Bélgica, Italia o Chile ya lo están investigando ¿Para cuándo en España? https://t.co/2kqFekmfws"
🤷🏼‍♂️,2,0.151332977,0.0756664885,0.09220635,"⚠️La cesta de la compra ha sido un 5,5% más cara en el mes de octubre…⚠️

🤷🏼‍♂️ No se puede entender como el gobierno no presta ni un mínimo de atención a un problema que merma la capacidad de gasto de las familias. 

🥀: populismo y batallitas https://t.co/RVRyKQMfhh"
🥊,1,0.07555788,0.07555788,0.07555788,"Otro varapalo judicial para #Marlaska!! Anulan las medallas que él entregó a 3 Comisarios 🥊 
Este va de condena en condena!!

Un juez anula las medallas pensionadas a tres mandos policiales por no justificarse los méritos - El Independiente https://t.co/BNYnshb1e8"
🧑🏻‍🎨,1,0.07510557,0.07510557,0.07510557,"Ayer los agentes #Brimo @mossos recibieron orden política de no actuar contra los cachorros de la CUP. La autoridad se define en dos movimientos: 
🧑🏻‍🎨 Destapar los sprays de pintura.
🥷🏻 Cargar y disolver de inmediato.
Todo mi apoyo a los Dragones. #LeyYOrden https://t.co/0L4cIkrfb7"
🥷🏻,1,0.07510557,0.07510557,0.07510557,"Ayer los agentes #Brimo @mossos recibieron orden política de no actuar contra los cachorros de la CUP. La autoridad se define en dos movimientos: 
🧑🏻‍🎨 Destapar los sprays de pintura.
🥷🏻 Cargar y disolver de inmediato.
Todo mi apoyo a los Dragones. #LeyYOrden https://t.co/0L4cIkrfb7"
▶,4,0.300083692,0.075020923,0.22286052,"▶ 𝗢𝘀 𝗱𝗲𝗷𝗼 𝗺𝗶 𝗶𝗻𝘁𝗲𝗿𝘃𝗲𝗻𝗰𝗶ó𝗻 𝗿𝗲𝗮𝗹𝗶𝘇𝗮𝗱𝗮 𝗲𝗻 𝗹𝗮 𝗖𝗼𝗺𝗶𝘀𝗶ó𝗻 𝗠𝗶𝘅𝘁𝗮 𝗽𝗮𝗿𝗮 𝗹𝗮 𝗨𝗘 𝗱𝗼𝗻𝗱𝗲 𝗽𝗿𝗲𝗴𝘂𝗻𝘁𝗼 𝗮 𝗟𝘂𝗶𝘀 𝗚𝗮𝗿𝗶𝗰𝗮𝗻𝗼, 𝗩𝗶𝗰𝗲𝗽𝗿𝗲𝘀𝗶𝗱𝗲𝗻𝘁𝗲 𝗱𝗲 𝗥𝗲𝗻𝗲𝘄 𝗘𝘂𝗿𝗼𝗽𝗲

https://t.co/ibwewRXPWe"
🎀,4,0.29749277799999996,0.07437319449999999,0.14082234,"Por las que nos dejaron. 
Por las que luchan para superarlo.
Por las que lo superaron.
Por las familias que lo han vivido de cerca y los profesionales que dedican su vida a combatirlo.

Todos juntos contra el cáncer de mama.

#DíaMundialdelCáncerdeMama 🎀

https://t.co/d1TlvEbkqo"
📕,2,0.145769872,0.072884936,0.122067116,"📕 Leer nos hace libres y nos ayuda a entender mejor quiénes somos. Ojalá hubiéramos podido leer todos estos libros cuando éramos adolescentes

La censura de la Santa Inquisición de la justicia solo genera mayor desconocimiento que acaba en rechazo. Todo el apoyo a sus autores 👇 https://t.co/K5STlpttrH"
🗞,10,0.722368941,0.0722368941,0.27124178,"Cada vez que Sánchez hable más con los que queremos a España, España avanzará. Y cada vez que Sánchez nos dé la espalda, y hable más con los que quieren destruir España, España retrocederá.

🗞 Entrevista en @larazon_es 

https://t.co/VhOjIFN7F0"
🇨🇱,4,0.28439799,0.0710994975,0.12886263,Chile ha votado masivamente borrar el legado de Pinochet en una constituyente paritaria que es pionera en América Latina. Por fin se abre paso un nuevo futuro en Chile más justo y más social que empiece a dejar atrás al neoliberalismo. Enhorabuena a todo el pueblo chileno. 🇨🇱
