previous_emoji,original_text,toxicity,emplaced_emoji,text_replaced,toxicity_replaced
 👇🏻,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida 👇🏻 https://t.co/K54d70oZZM",0.38452303,⛔,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida ⛔ https://t.co/K54d70oZZM",0.9963667392730713
 👇🏻,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida 👇🏻 https://t.co/K54d70oZZM",0.38452303,🌈,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida 🌈 https://t.co/K54d70oZZM",0.9970591068267822
 👇🏻,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida 👇🏻 https://t.co/K54d70oZZM",0.38452303,❌,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida ❌ https://t.co/K54d70oZZM",0.9963775277137756
 👇🏻,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida 👇🏻 https://t.co/K54d70oZZM",0.38452303,🤡,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida 🤡 https://t.co/K54d70oZZM",0.9965822100639343
 👇🏻,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida 👇🏻 https://t.co/K54d70oZZM",0.38452303,🤬,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida 🤬 https://t.co/K54d70oZZM",0.9965875148773193
 👇🏻,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida 👇🏻 https://t.co/K54d70oZZM",0.38452303,😡,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida 😡 https://t.co/K54d70oZZM",0.9962878227233887
 👇🏻,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida 👇🏻 https://t.co/K54d70oZZM",0.38452303,🇪🇸,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida 🇪🇸 https://t.co/K54d70oZZM",0.9965378046035767
 👇🏻,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida 👇🏻 https://t.co/K54d70oZZM",0.38452303,🌹,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida 🌹 https://t.co/K54d70oZZM",0.9970937967300415
 👇🏻,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida 👇🏻 https://t.co/K54d70oZZM",0.38452303,🚫,"Que Losantos, desde un medio financiado por la Caja B del PP, haga publicidad a @SecuritasDirect llamando ladrón a @Serigne_Mbaye_ es esperable. La derecha mediática es esto. Pero la compañía debe desmarcarse públicamente o su imagen quedará seriamente comprometida 🚫 https://t.co/K54d70oZZM",0.9963716268539429
 🤦🏻‍♂️,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🤦🏻‍♂️ https://t.co/lqc1mrT2JJ",0.37950245,🤥,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🤥 https://t.co/lqc1mrT2JJ",0.9772229790687561
 🤦🏻‍♂️,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🤦🏻‍♂️ https://t.co/lqc1mrT2JJ",0.37950245,🤮,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🤮 https://t.co/lqc1mrT2JJ",0.9772229790687561
 🤦🏻‍♂️,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🤦🏻‍♂️ https://t.co/lqc1mrT2JJ",0.37950245,⛔,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados ⛔ https://t.co/lqc1mrT2JJ",0.9817056655883789
 🤦🏻‍♂️,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🤦🏻‍♂️ https://t.co/lqc1mrT2JJ",0.37950245,🌈,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🌈 https://t.co/lqc1mrT2JJ",0.9611526727676392
 🤦🏻‍♂️,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🤦🏻‍♂️ https://t.co/lqc1mrT2JJ",0.37950245,❌,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados ❌ https://t.co/lqc1mrT2JJ",0.9836599826812744
 🤦🏻‍♂️,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🤦🏻‍♂️ https://t.co/lqc1mrT2JJ",0.37950245,🤡,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🤡 https://t.co/lqc1mrT2JJ",0.9792376756668091
 🤦🏻‍♂️,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🤦🏻‍♂️ https://t.co/lqc1mrT2JJ",0.37950245,🤬,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🤬 https://t.co/lqc1mrT2JJ",0.9772229790687561
 🤦🏻‍♂️,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🤦🏻‍♂️ https://t.co/lqc1mrT2JJ",0.37950245,😡,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 😡 https://t.co/lqc1mrT2JJ",0.9887766242027283
 🤦🏻‍♂️,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🤦🏻‍♂️ https://t.co/lqc1mrT2JJ",0.37950245,🇪🇸,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🇪🇸 https://t.co/lqc1mrT2JJ",0.9844121336936951
 🤦🏻‍♂️,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🤦🏻‍♂️ https://t.co/lqc1mrT2JJ",0.37950245,🌹,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🌹 https://t.co/lqc1mrT2JJ",0.9356204271316528
 🤦🏻‍♂️,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🤦🏻‍♂️ https://t.co/lqc1mrT2JJ",0.37950245,🚫,"Ayer la Región de Murcia registró 24 nuevos fallecidos. El sistema sanitario sigue al límite y los refuerzos a la sanidad pública no llegan. 
Pero a VOX lo único que le preocupa es cambiar la fiesta regional para celebrar la “reconquista” del año 1266. Es de estar trastornados 🚫 https://t.co/lqc1mrT2JJ",0.983745813369751
 👇🏾,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 👇🏾 https://t.co/eROCDFxds1",0.3769133,🤥,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 🤥 https://t.co/eROCDFxds1",0.9962134957313538
 👇🏾,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 👇🏾 https://t.co/eROCDFxds1",0.3769133,🤮,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 🤮 https://t.co/eROCDFxds1",0.9962134957313538
 👇🏾,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 👇🏾 https://t.co/eROCDFxds1",0.3769133,⛔,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. ⛔ https://t.co/eROCDFxds1",0.9965980648994446
 👇🏾,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 👇🏾 https://t.co/eROCDFxds1",0.3769133,🌈,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 🌈 https://t.co/eROCDFxds1",0.9960072636604309
 👇🏾,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 👇🏾 https://t.co/eROCDFxds1",0.3769133,❌,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. ❌ https://t.co/eROCDFxds1",0.9969088435173035
 👇🏾,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 👇🏾 https://t.co/eROCDFxds1",0.3769133,🤡,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 🤡 https://t.co/eROCDFxds1",0.9958223104476929
 👇🏾,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 👇🏾 https://t.co/eROCDFxds1",0.3769133,🤬,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 🤬 https://t.co/eROCDFxds1",0.9962134957313538
 👇🏾,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 👇🏾 https://t.co/eROCDFxds1",0.3769133,😡,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 😡 https://t.co/eROCDFxds1",0.9968106150627136
 👇🏾,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 👇🏾 https://t.co/eROCDFxds1",0.3769133,🇪🇸,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 🇪🇸 https://t.co/eROCDFxds1",0.9966474175453186
 👇🏾,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 👇🏾 https://t.co/eROCDFxds1",0.3769133,🌹,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 🌹 https://t.co/eROCDFxds1",0.9893409609794617
 👇🏾,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 👇🏾 https://t.co/eROCDFxds1",0.3769133,🚫,"Hablemos de Afganistán. De mentiras, guerras y armas de destrucción masiva. Aquí los autores iniciaticos del desastre. 🚫 https://t.co/eROCDFxds1",0.9968839287757874
 🌹,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🌹 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.37390944,🤥,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🤥 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.9883320927619934
 🌹,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🌹 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.37390944,🤮,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🤮 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.9883320927619934
 🌹,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🌹 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.37390944,⛔,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

⛔ ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.992219865322113
 🌹,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🌹 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.37390944,🌈,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🌈 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.9793177843093872
 🌹,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🌹 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.37390944,❌,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

❌ ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.9932592511177063
 🌹,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🌹 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.37390944,🤡,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🤡 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.9860725402832031
 🌹,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🌹 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.37390944,🤬,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🤬 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.9883320927619934
 🌹,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🌹 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.37390944,😡,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

😡 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.9963862895965576
 🌹,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🌹 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.37390944,🇪🇸,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🇪🇸 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.9892048835754395
 🌹,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🌹 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.37390944,🌹,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🌹 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.9794812798500061
 🌹,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🌹 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.37390944,🚫,"¿Qué van a esperar los españoles de un Partido Popular que está anclado en el cuanto peor para España mejor para ustedes?

Vuelvan a la moderación y ahí nos encontrarán. 

🚫 ⁦@diegotaiboPSOE⁩ https://t.co/1oCww1smK2",0.9939591884613037
 👉 👉 👉,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

👉 Actas y orden del día de la reunión
👉 Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
👉 Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.3714213,🤥,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

🤥 Actas y orden del día de la reunión
🤥 Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
🤥 Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.9958720803260803
 👉 👉 👉,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

👉 Actas y orden del día de la reunión
👉 Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
👉 Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.3714213,🤮,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

🤮 Actas y orden del día de la reunión
🤮 Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
🤮 Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.9958720803260803
 👉 👉 👉,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

👉 Actas y orden del día de la reunión
👉 Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
👉 Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.3714213,⛔,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

⛔ Actas y orden del día de la reunión
⛔ Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
⛔ Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.9957885146141052
 👉 👉 👉,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

👉 Actas y orden del día de la reunión
👉 Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
👉 Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.3714213,🌈,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

🌈 Actas y orden del día de la reunión
🌈 Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
🌈 Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.9959601759910583
 👉 👉 👉,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

👉 Actas y orden del día de la reunión
👉 Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
👉 Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.3714213,❌,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

❌ Actas y orden del día de la reunión
❌ Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
❌ Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.9958782196044922
 👉 👉 👉,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

👉 Actas y orden del día de la reunión
👉 Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
👉 Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.3714213,🤡,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

🤡 Actas y orden del día de la reunión
🤡 Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
🤡 Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.9959951639175415
 👉 👉 👉,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

👉 Actas y orden del día de la reunión
👉 Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
👉 Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.3714213,🤬,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

🤬 Actas y orden del día de la reunión
🤬 Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
🤬 Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.9958720803260803
 👉 👉 👉,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

👉 Actas y orden del día de la reunión
👉 Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
👉 Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.3714213,😡,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

😡 Actas y orden del día de la reunión
😡 Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
😡 Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.9955226182937622
 👉 👉 👉,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

👉 Actas y orden del día de la reunión
👉 Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
👉 Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.3714213,🇪🇸,"La mesa de la vergüenza Sánchez-ERC es un ataque a la igualdad. Hoy reclamamos:

🇪🇸 Actas y orden del día de la reunión
🇪🇸 Respuesta escrita del Gobierno a la humillación separatista a nuestra democracia
🇪🇸 Cerrar esa mesa y abrir una por la energía para bajar el precio de la luz https://t.co/S8aoByAhDg",0.9956988096237183
